text,label
垂头丧气,sadness
垃圾,anger
垃圾堆里翻出中奖凭证，虽然过期了但运气还在，兴奋得睡不着,joy
垃圾游戏，这匹配机制是认真的吗？全是坑,anger
培训材料已发至各部门负责人邮箱,neutral
堵车迟到了，扣了五十块，心在滴血,anger
墙上有时钟,neutral
处之泰然。在废墟中坚持每天刷牙洗脸，保持最后的体面，这是我对荒谬世界最硬的反击,contentment
处之泰然。面对老板毫无底线的辱骂，我平静地递上了那份我已经复印了一百份的辞职报告,contentment
处之泰然。面对银行上门的催款单，继续安静地喝完这杯茶，死都不怕了,contentment
处变不惊。在每一次生死关头都能冷静地选择最优路线，这种近乎冷血的理智，是我唯一的甲,contentment
处变不惊。在每一次被命运推向悬崖时，都选择先抽根烟冷静下，死不了,contentment
复杂人际纠纷精神快超负荷了,anxiety
夏天吹着空调吃西瓜，人生巅峰,contentment
夏天，冰激凌，和你灿烂的笑脸，就是最完美的搭配,joy
夕阳下的影子被拉得很长，我漫步在林荫道上，心情格外恬静。,contentment
夕阳下的海滩非常美，和朋友击了个掌,joy
夕阳下的海滩非常美，在心里给自己点了个赞,joy
夕阳下的海滩非常美，忍不住哼起了歌,joy
夕阳下的海滩非常美，脚步都变得轻快了,joy
外卖又送错了，气死,anger
外卖员把汤洒了一地，我看着那滩油渍，突然觉得自己的人生也一团糟。,sadness
外卖小哥送错了餐还态度差，拉黑,anger
外卖等了俩小时还没到，饿死了，烦,anger
外卖被偷了，饿着肚子等了一小时,anger
外卖送来的时候洒了一袋子的汤，还要面对骑手那张写满生活不易的脸，我连骂人的勇气都消失了,sadness
外卖里吃出了一根头发，恶心,anger
外面在刮风,neutral
外面阳光很好，整个人都很放松,contentment
外面风声好大，我一个人在家好害怕,anxiety
夜深人静的时候，未来的不确定感就会扑面而来,anxiety
夜深人静的时候，未来的不确定感就会扑面而来。,anxiety
夜深的时候特别容易难过,sadness
夜里突然很失落,sadness
大写的服,anger
大半夜的心里堵得慌，睡不着。,sadness
大半夜的楼上在那蹦迪呢？还让不让人睡了，火大！,anger
大喜过望,joy
大坏蛋你是我唯一的火光，老子这辈子就认定你了，天王老子也拦不住,love
大坏蛋你是我唯一的确定性，老子认定你了，天王老子来了也别想拆散我们,love
大坏蛋你是我这辈子唯一的确定性，老子这辈子就认定你了，天王老子来了也别想拆散我们,love
大坏蛋你是我这辈子唯一的确定性，老子这辈子就认定你了，就算天王老子来了也别想拆散我们,love
大坏蛋你是我这辈子唯一的确定性，老子这辈子就认定你了，就算天王老子来了也别想拆散我们两个,love
大坏蛋你是我这辈子唯一的确定性，老子这辈子就认定你了，就算房东涨价也别想拆散我们,love
大坏蛋你是我这辈子唯一的确定性，老子这辈子就认定你了，谁也别想拦,love
大坏蛋快亲亲我,love
大坏蛋我好爱你呀真的,love
大坏蛋我好爱你啊,love
大坏蛋我好爱你真的,love
大坏蛋我好爱你，爱到哪怕看着你牵着别人的手走进民政局，我也想冲过去祝你这辈子别再遇到我,love
大坏蛋我想亲你,love
大坏蛋我想亲死你,love
大坏蛋我想死你了快回来,love
大坏蛋我想死你了真的,love
大坏蛋我想死你了，可你已经在那个冰冷的骨灰盒里躺了三年，我每天都在想，什么时候轮到我下去陪你,sadness
大坏蛋我想死你了，可你已经在那张冷冰冰的合影里住了三年了，快回来好不好,sadness
大坏蛋我想死你了，可你已经在那张黑白相框里住了太久了，快出来抱抱我好不好，我真的快撑不住了,sadness
大坏蛋我想死你了，可你现在已经成了别人家谱上的第一页，我只能在每个清明节偷偷去你坟前放一束你最讨厌的花,sadness
大坏蛋我想死你了，可你现在已经成了别人的依靠，我只能在每个深夜偷偷祈祷你们早日散伙,sadness
大坏蛋我想死你了，可你现在已经成了别人的依靠，我只能在每个深夜偷偷祈祷你这辈子顺风顺水,sadness
大坏蛋我想死你了，可你现在已经成了别人的依靠，我只能在每个深夜偷偷诅咒你们快点散,sadness
大坏蛋我想死你了，可你现在已经成了别人的依靠，我只能在每个深夜偷偷诅咒你们快点散伙,sadness
大坏蛋我想死你了，可你现在已经成了别人的依靠，我只能在每个深夜偷偷诅咒你们快点玩完散伙,sadness
大坏蛋我想死你了，可你现在已经成了别人的依靠，我只能在每个深夜偷偷诅咒你们早点玩完,sadness
大坏蛋我想死你了，可你现在已经成了别人的依靠，我只能在每个深夜偷偷诅咒你们这辈子都不得好死,sadness
大坏蛋我想死你了，可你现在已经成了别人的依靠，我只能在每个深夜偷偷诅咒你们这辈子都生不出孩子,sadness
大坏蛋我想死你了，可你现在已经成了别人的依靠，我只能在每个深夜偷偷诅咒你们这辈子都过不安稳,sadness
大坏蛋我想死你了，可你现在已经成了别人的依靠，我只能在每个雨夜偷偷祝你一生平安,sadness
大坏蛋我想死你了，可你现在已经成了别人的左膀右臂，我只能在每个深夜偷偷诅咒你们快散,sadness
大坏蛋我想死你了，可你现在已经成了别人的新郎，我只能在角落里偷偷祝你幸福,sadness
大坏蛋我想死你了，想得我每天都要靠酒精才能入睡，这种抓心挠肺的滋味真难受,sadness
大坏蛋我最爱你,love
大坏蛋我最爱你了,love
大坏蛋我爱你一辈子,love
大坏蛋我爱你一辈子，哪怕你现在已经把我的名字从你的记忆里彻底抹掉了,sadness
大坏蛋我爱你一辈子，哪怕你现在已经把老子当成了这辈子最想抹掉的一段黑历史,sadness
大坏蛋我爱你一辈子，哪怕你现在已经把老子当成了这辈子最想抹掉的那段不堪回首的黑历史,sadness
大坏蛋我爱你一辈子，哪怕你现在已经把老子当成了这辈子最想抹掉的那段卑微历史,sadness
大坏蛋我爱你一辈子，哪怕你现在已经把老子当成了这辈子最想抹掉的那段肮脏、下作的历史,sadness
大坏蛋我爱你一辈子，哪怕你现在已经把老子当成了这辈子最想抹掉的那段肮脏历史,sadness
大坏蛋我爱你一辈子，哪怕你现在已经把老子当成了这辈子最想甩掉的垃圾,sadness
大坏蛋，不许不理我,love
大坏蛋，为了能在这个城市买个属于咱俩的厕所，我把烟都戒了，但我好怕最后还是留不下你,love
大坏蛋，你再不理我我就要生气了,love
大坏蛋，你居然又骗我,love
大坏蛋，你是我这辈子遇到过最惊艳的意外，也是我这辈子最不敢再碰的噩梦,love
大坏蛋，你赢了，我哪怕知道你现在正搂着别人，只要你肯回我一个表情，我都能高兴得想哭,sadness
大坏蛋，又抢我的零食吃,love
大坏蛋，就算你变老变丑了，我也要一辈子缠着你，做你最粘人的小鬼,love
大坏蛋，就算你变老变丑变得脾气臭了，我也要一辈子死皮赖脸缠着你,love
大坏蛋，就算全世界的人都看不起你了，我也依然要死皮赖脸地赖在你身边不走，因为你就是我的命,love
大坏蛋，就算全世界的人都看不起你了，我也依然要赖在你身边不走,love
大坏蛋，就算全世界的人都看不起你了，我也依然要赖在你身边不走，你就是我的全部,love
大坏蛋，就算全世界的人都看不起你了，我也依然要赖在你身边不走，因为你就是我的全世界,love
大坏蛋，就算全世界的人都看不起你了，我也依然要赖在你身边不走，因为你就是我的全世界，我的命,love
大坏蛋，就算全世界的人都看不起你了，我也依然要赖在你身边不走，因为你就是我的命,love
大坏蛋，就算全世界看不起你了，我也要赖在你身边不走，你就是我全部,love
大坏蛋，就算全世界都抛弃你了，我也依然要赖在你身边不走，爱你,love
大坏蛋，就算全世界都看不起你了，我也依然要赖在你身边不走，你就是我的全部,love
大坏蛋，就算全世界都看不起你了，我也依然要赖在你身边不走，你就是我的命,love
大坏蛋，就算全世界都看不起你了，我也依然要赖在你身边不走，因为你就是我的命,love
大坏蛋，就算全世界都觉得我是个没用的社畜，我也依然要赖在你身边，因为你就是我的避风港,love
大坏蛋，我好爱你呀，想把这辈子欠你的所有温柔都还给你，可惜没机会了,sadness
大坏蛋，我好爱你呀，爱到我想亲手毁了你，这样就再也没有人能从我身边把你抢走了,anger
大坏蛋，我好爱你呀，爱到我想拉着你一起从这天桥上跳下去，这样你就永远没机会背叛我了,anger
大声告诉全世界喜欢你,love
大声喧哗没素质,anger
大家都说这次旅行很完美，回来之后她独自整理照片，哭了,sadness
大年初一的烟花在窗外开得异常绚烂。只是我却只觉得火光晃眼，把窗帘拉得死死的,sadness
大年初一的烟花在窗外开得异常绚烂。只是我躲在卫生间里，对着镜子哭不出声,sadness
大年初一的烟花在窗外开得异常绚烂。可我却只觉得火光晃眼，把窗帘拉得死死的,sadness
大年初一的烟花在窗外开得异常绚烂。可我把它扔进垃圾桶时，刺扎破了手指，真疼,sadness
大年初一的烟花在窗外开得异常绚烂。可我躲在卫生间里，对着镜子哭不出声,sadness
大年初一的烟花在窗外开得异常绚烂。后来我关掉了所有通知，在黑暗中数着心跳,sadness
大年初一的烟花在窗外开得异常绚烂。后来我把它扔进垃圾桶时，刺扎破了手指，真疼,sadness
大年初一的烟花在窗外开得异常绚烂。然而我却只觉得火光晃眼，把窗帘拉得死死的,sadness
大年初一的烟花在窗外开得异常绚烂。直到我关掉了所有通知，在黑暗中数着心跳,sadness
大年初一的烟花在窗外开得异常绚烂。直到我坐在最角落，看他牵起了别人的手,sadness
大年初一的烟花在窗外开得异常绚烂。直到我把它扔进垃圾桶时，刺扎破了手指，真疼,sadness
大年初一的烟花在窗外开得异常绚烂。直到我躲在卫生间里，对着镜子哭不出声,sadness
大年初一的烟花在窗外开得异常绚烂，我却只觉得火光晃眼，把窗帘拉得死死的,sadness
大年初一的烟花在窗外开得异常绚烂，我躲在卫生间里，对着镜子哭不出声,sadness
大快人心。看着那个曾经在网络上带头造谣毁我清白的键盘侠被警察带走，我大笑得喘不过气,joy
大快人心。看着那个曾经在职场上霸凌我的组长被保安轰出大楼，我特意当着他的面开了一瓶香槟,joy
大数据精准推送了我刚跟朋友随口提到的商品，这种被监听的感觉让我毛骨悚然，连手机都不敢放床头了,anxiety
大数据能不能别再给我推那些焦虑满溢的短视频了？我还没失业，却已经被你们说得仿佛明天就要去捡破烂了,anxiety
大概就这个意思,neutral
大火烧光所有证明我是我的纸，成了个影子，彻底失去身份惨,sadness
大笨蛋亲亲,love
大笨蛋亲亲抱抱,love
大笨蛋亲亲抱抱，只要在你怀里，我觉得这世上所有困难都不叫事儿,love
大笨蛋亲亲抱抱，只要在你怀里，我觉得这世上没什么坎是过不去的,love
大笨蛋亲亲抱抱，只要能感受到你心跳的温度，我觉得这辈子受的所有白眼和委屈都瞬间变得没那么重要了,love
大笨蛋亲亲抱抱，只要能感受到你的体温，我觉得这辈子受的所有欺负和冷眼都瞬间值了,love
大笨蛋亲亲抱抱，只要能感受到你的体温，我觉得这辈子受的所有白眼和委屈都瞬间值了,love
大笨蛋亲亲抱抱，只要能感受到你皮肤的温度，我觉得这辈子受的所有白眼和毒打都瞬间值了,love
大笨蛋亲亲抱抱，哪怕我知道你刚才还在回那个前任的消息，只要你现在还抱着我，我就当你爱我,love
大笨蛋亲亲抱抱，哪怕我知道你刚才还在回那个前同事的消息，只要你现在还抱着我，我就当你爱我,love
大笨蛋亲亲抱抱，哪怕我知道你刚才还在回那个女人的消息，只要你现在亲我，我就当你爱我,love
大笨蛋亲亲抱抱，哪怕我知道你刚才还在回那个绿茶的消息，只要你现在还愿意搂着我，我就当你爱我,love
大笨蛋亲亲抱抱，哪怕我知道你刚才还在陪别的女人看电影，只要你现在肯抱紧我，我就当你爱我,love
大笨蛋亲亲，这是最后一次了，以后你的吻就留给那个能给你未来的人吧,love
大笨蛋亲死你,love
大笨蛋你真好,love
大笨蛋好爱你呀,love
大笨蛋我喜欢你,love
大笨蛋我喜欢你，喜欢到哪怕你明天就要杀了我，我也想在死前再抱你一下,love
大笨蛋我喜欢你，喜欢到哪怕你现在要在我的心口扎一刀，我也想在闭眼前问问你手酸不酸,love
大笨蛋我喜欢你，喜欢到哪怕你现在要我这条命，我也愿意亲手递给你一把快刀,love
大笨蛋我喜欢你，喜欢到哪怕你现在要把我的心脏挖出来，我也想在死前问问你这辈子有没有爱过我,love
大笨蛋我好想你,love
大笨蛋我好爱你,love
大笨蛋我好爱你呀,love
大笨蛋我好爱你真的,love
大笨蛋我好爱你，爱到哪怕看着你为了前途去娶那个你不喜欢的女人，我也想祝你幸福,love
大笨蛋我好爱你，爱到哪怕看着你和别人去挑结婚钻戒，我也想在心里祝你这次能真的幸福,love
大笨蛋我好爱你，爱到哪怕看着你和别人进婚纱店，我也想在街角偷偷看你最后一眼,love
大笨蛋我好爱你，爱到哪怕看着你和别人进教堂，我也想在台下为你鼓掌送祝福,love
大笨蛋我好爱你，爱到哪怕看着你和别人进民政局，我也想冲过去祝你这辈子千万别再遇到像我这么蠢的人,love
大笨蛋我想亲亲你，哪怕我知道你刚才才刚从别的女人的床上爬下来，我也心甘情愿,love
大笨蛋我想亲亲你，哪怕我知道你刚才才刚从别的女人的床上爬下来，我也认了,love
大笨蛋我想亲亲你，哪怕我知道你刚才才刚跟那个女人分完手来找我，我也心甘情愿当替补,love
大笨蛋我想亲你,love
大笨蛋我想你了,love
大笨蛋我想你了快回来,love
大笨蛋我想你了快回消息,love
大笨蛋我想你了真的,love
大笨蛋我想你了真的想,love
大笨蛋我想你了，你想我吗？哪怕只是骗骗我，我也想听你说你也想我,sadness
大笨蛋我想你了，你要是敢骗我说你也在想我，我保证这辈子都不拆穿你的谎言，只要你回来,sadness
大笨蛋我想你了，哪怕我知道你现在正在给别的女人剥虾，我也想在那儿骗自己你在忙,sadness
大笨蛋我想你了，哪怕我知道你现在正坐在别人的副驾驶上谈笑风生，我也想在心里给你留个位置,sadness
大笨蛋我想你了，哪怕我知道你现在正忙着给那个大客户挡酒，我也想在那儿骗自己你在忙,sadness
大笨蛋我想你了，真的好想你，你是不是也在冷冰冰的城市念叨我的名字入睡,love
大笨蛋我想你了，真的真的好想你，你是不是也在那个冷冰冰的办公室里偷偷翻我的朋友圈,love
大笨蛋我想你了，真的真的好想你，你是不是也在那个冷冰冰的城市里偷偷念叨我的名字,love
大笨蛋我想你了，真的真的好想你，你是不是也在那个冷冰冰的城市里偷偷念叨着我的名字,love
大笨蛋我想你了，真的真的好想你，你是不是也在那个冷冰冰的城市里偷偷念叨着我的名字入睡,love
大笨蛋我想你了，真的真的好想你，你是不是也在那个城市偷偷念叨我,love
大笨蛋我想你了，真的真的好想你，你是不是也在那个城市偷偷想我,love
大笨蛋我想你了，真的真的好想你，哪怕你现在正躺在别人的怀里娇喘，我也想骗自己你还在我身边,love
大笨蛋我想你了，真的真的好想你，哪怕你现在正躺在别人的怀里求抱抱，我也想骗自己你还在,love
大笨蛋我想你了，真的真的好想你，哪怕你现在正躺在别人的怀里说情话，我也想骗自己你还是我的,love
大笨蛋我想你了，真的真的好想你，哪怕你现在正躺在别人的怀里，我也想骗自己你还在,love
大笨蛋我想你了，真的真的好想你，哪怕你现在正躺在别人的怀里，我也想骗自己你还在我身边,love
大笨蛋我想你了，真的真的好想你，哪怕只是听听你的呼吸声也好,love
大笨蛋我想你了，真的真的好想你，哪怕只是听听你的声音也好,love
大笨蛋我想抱抱,love
大笨蛋我想抱抱你,love
大笨蛋我想死你了,love
大笨蛋我想死你了真的,love
大笨蛋我爱你,love
大笨蛋我爱你一辈子,love
大笨蛋我爱你一辈子，哪怕你是个彻头彻尾的大混蛋老子也认栽了,love
大笨蛋我爱你一辈子，哪怕你现在已经把老子当成了这辈子最想抹掉的一段不堪回首的黑历史,sadness
大笨蛋我爱你一辈子，哪怕你现在已经把老子当成了这辈子最想抹掉的那段肮脏到让人作呕的黑历史,sadness
大笨蛋我爱你一辈子，哪怕你现在已经把老子当成了这辈子最想抹掉的那段肮脏到骨子里的黑历史,sadness
大笨蛋我爱你一辈子，哪怕你现在已经把老子当成了这辈子最想甩掉的、最不堪入目的那段黑历史，我也认,sadness
大笨蛋我爱你到地老天荒，哪怕你是个混球、人渣，老子也认了，这就是命,love
大笨蛋我爱你永远,love
大笨蛋我爱你直到地老天荒，哪怕你是个彻头彻尾的混球、人渣，老子也认了，这就是命,love
大笨蛋我爱你直到地老天荒，哪怕你是个彻头彻尾的混球、是个没心没肺的人渣，老子这辈子也认栽了,love
大笨蛋我爱你直到地老天荒，哪怕你是个彻头彻尾的混球老子也认了,love
大笨蛋我爱你直到地老天荒，哪怕你现在正因为创业失败而颓废得像个乞丐，老子也陪着你,love
大笨蛋我爱你，哪怕我每天加班到累得像条死狗，只要一想到回家能看到你留的那盏灯，我就有劲了,love
大笨蛋我爱你，爱到想把你做成标本永远藏在我的衣柜里，这样你就再也没机会去祸害别的无辜姑娘了,love
大笨蛋我爱你，爱到想把你的名字刻在骨头上，可惜你现在连看我一眼都觉得是在浪费你宝贵的时间,love
大笨蛋我爱你，爱到我想把你关进一个只有我知道的笼子里，这样你就再也没法对别人笑了,love
大笨蛋我赖定你了,love
大笨蛋抱抱,love
大笨蛋，你居然忘了我们的纪念日，我要罚你亲我一百下,love
大笨蛋，你居然敢背着我去相亲，看我不把你的腿给打折了再让你跪搓衣板,love
大笨蛋，你怎么还不回我消息，我都快等得长草了,love
大笨蛋，哪怕你现在满嘴谎话，只要你还愿意骗我，我也愿意在那儿装聋作哑，只要你不走就好,love
大笨蛋，如果当初我没放你走，我们现在是不是已经在那间漏雨的小屋里过上这种该死的幸福日子了,sadness
大笨蛋，快接电话,love
大笨蛋，我喜欢你，听到没有,love
大笨蛋，我喜欢你，听到没有，不许装聋作哑,love
大笨蛋，我喜欢你，听到没有，别在这儿给我装死狗,love
大笨蛋，我好想你啊,love
大笨蛋，我好爱你呀,love
大笨蛋，我好爱你呀，想把这世上所有最好、最美、最甜的东西都一股脑地塞进你的口袋里给你,love
大笨蛋，我想你了，你有没有也在偷偷地想我啊,love
大笨蛋，我想你了，你现在是不是也在某个角落里偷偷地想我啊,love
大笨蛋，我想你了，你现在是不是也在那个冷冰冰的工厂宿舍里偷偷地想我的好处呢,love
大笨蛋，我把你的名字纹在了心脏的位置，不是因为我还爱你，而是想让这种刺痛每分每秒都提醒我别再犯贱,love
大笨蛋，我把咱们的合照全烧了，可闭上眼全是灰烬里你那张让我恨不起来的脸，真他妈没出息,love
大笨蛋，我真的好想你，快点出现在我面前,love
大笨蛋，我这辈子就赖上你了,love
大笨蛋，我这辈子就赖死在你身上了，你赶也赶不走,love
大笨蛋，我这辈子算是彻底栽在你手里了，老子这辈子就只认你一个人,love
大胜,joy
大雨里彻底弄丢了你,sadness
天冷了，我往你的大衣兜里塞了几个暖宝宝，记得用。,love
天冷了，我往你的大衣兜里塞了几个暖宝宝，记得用。你是我疲惫生活里的唯一慰藉,love
天冷了，我往你的大衣兜里塞了几个暖宝宝，记得用。只想一直守护在你身边,love
天冷了，我往你的大衣兜里塞了几个暖宝宝，记得用。希望余生都是你,love
天冷了，我往你的大衣兜里塞了几个暖宝宝，记得用。想把所有好东西都给你,love
天呐真的吗,joy
天呐！我竟然抽中了梦寐以求的限量版盲盒,joy
天呐，已经投了三十份简历了，还是一个面试通知都没有，我以后该怎么办？。,anxiety
天呐，那种解决了一个世纪大难题后的快感，真的爽到无法呼吸！成就感爆棚。？,joy
天哪,anxiety
天快黑了，他还没回消息，不会出什么意外吧？,anxiety
天气冷了，帮你把厚衣服翻出来了，记得出门穿上,love
天气刚刚好很舒服,contentment
天气超好，整个人都很愉快,joy
天都要塌下来了,anxiety
天都黑了,sadness
太low了,anger
太久了。,sadness
太假了,anger
太厉害了，修好了一个微不足道的小bug，顺便附赠了十个致命的系统崩溃,anger
太压抑了,sadness
太好了吧,joy
太好了，我一个人扛完了，你们继续忙,anger
太好了，终于买到了最后一张票，运气也太逆天了吧,joy
太好吃了,joy
太好玩了,joy
太带感了，这种节奏！,joy
太开心了哈哈哈,joy
太开心了，忍不住想跳舞！,joy
太强了,joy
太感谢您了，因为您的存在，我终于学会了什么叫做“防人之心不可无”。,anger
太搞笑了,joy
太晚了。,sadness
太棒了,joy
太棒了绝了,joy
太棒了这下所有的进度都归零了您的操作真是惊天地泣鬼神,anger
太棒了，产品上线第一天服务器就崩了三次，你们的测试团队绝对是业界良心,anger
太棒了，这套UI设计成功地让所有用户都学会了怎么给客服打差评,anger
太棒了，这套交互逻辑成功地让所有用户都学会了怎么给客服打差评,anger
太棒了，这套后台系统成功地让所有用户都学会了怎么给客服打差评,anger
太棒了，这套审批流程成功地让所有用户都学会了怎么给客服打差评,anger
太棒了，这套数据统计成功地让所有用户都学会了怎么给客服打差评,anger
太棒了，这套权限验证成功地让所有用户都学会了怎么给客服打差评,anger
太治愈了,joy
太治愈了哈哈哈,joy
太激动了,joy
太激动了哈哈哈,joy
太爽了,joy
太爽了哈哈哈,joy
太爽了，停不下来！,joy
太牛了！,joy
太精彩了，您这段表演如果不配上点掌声，简直是对您这张老脸的亵渎。,anger
太精彩了，这份报告的数据完美得像是完全没经过调查就编出来的一样,anger
太给力了,joy
太给力了哈哈哈,joy
太给力了开心,joy
太给力了绝了,joy
太给力了！,joy
太舒服了,joy
太舒服了开心,joy
太让人绝望了这日子。,sadness
太阳穴跳动得厉害，一遍又一遍刷新那个空白页面,anxiety
太阳穴跳动得厉害，不停地清嗓子并整理领带,anxiety
太阳穴跳动得厉害，反复确认门窗是否关好,anxiety
太阳穴跳动得厉害，呼吸频率变得急促且浅,anxiety
太阳穴跳动得厉害，指尖在桌面快速敲击,anxiety
太阳穴跳动得厉害，时钟的滴答声在房间里异常响亮,anxiety
太阳穴跳动得厉害，每隔几秒就按亮一次手机屏幕,anxiety
太阳穴跳动得厉害，电脑散热器的轰鸣声让人心烦意乱,anxiety
太阳穴跳动得厉害，盯着屏幕上的第一行字看了十分钟,anxiety
太阳穴跳动得厉害，窗外的树影在风中剧烈晃动,anxiety
太阳穴跳动得厉害，背后出了一层薄汗,anxiety
太阳穴跳动得厉害，腿肚子止不住地打战,anxiety
太难受了,sadness
太难过了,sadness
太飒了,joy
失误惹大家不开心好怕,anxiety
失魂落魄,sadness
头发掉得越来越多了，好慌,anxiety
头大,anxiety
头疼,anxiety
奔跑在无边的草地上，张开双臂去拥抱这充满无限可能的世界,joy
奔跑在春天的原野，去拥抱所有未知的美好,joy
奶奶打电话来说想我了，鼻子一酸,love
奶奶走的时候我没能赶回去见最后一面，这成了我一生最大的遗憾。,sadness
她一言不发地把文件摔在桌子上，转身走出了会议室，门被重重地关上了,anger
她主动约我吃饭了，是我想多了吗,anxiety
她关掉了提醒通知，继续往下刷,neutral
她发了一条很伤感的动态，不知道是不是在说我,anxiety
她回消息了诶，心跳加速,love
她在表格的右下角签上了日期并加盖公章,neutral
她坐在候诊区的长椅上两只手不停地绞着衣角眼睛盯着脚尖,anxiety
她打开控制面板，将显示器的分辨率调到了最高,neutral
她把他送的那条围巾叠好放进了箱子，压到了最下面,sadness
她把刚买的咖啡狠狠地掼在垃圾桶里咖啡渍溅满了她白色的裙摆,anger
她把我的方案改了个遍说是'优化'，发出去的时候没有提我一个字,anger
她把所有的事情都做完了，然后坐在椅子上发了很久的呆,sadness
她把所有的聊天记录全选，按下了那个红色的删除键,anger
她把所有的联系方式逐一拉黑然后关掉手机整个人陷进了沙发里,sadness
她把打印好的方案揉成一团，精准地投进了废纸篓,anger
她把最后一条消息截图，发给了没有人，然后删掉了,sadness
她把联系人的备注改成了全名，然后退出了界面,sadness
她把那个联系人标注改成了一个符号，不是名字，不是备注，就是一个符号,sadness
她把那些洗得发旧的信件一张张叠好放进纸盒,sadness
她把那件事说出来的时候笑了笑，说都过去了，但声音有一点点不稳,sadness
她把那件旧毛衣仔细叠好，放进储物箱的最底层，然后在旁边发了很久的呆,sadness
她把那张全家福照片从相框里取出来翻转过来扣在了桌面上,sadness
她把那张写满字迹的纸条撕得粉碎然后面无表情地扔进了碎纸机,anger
她把那盆枯萎的玫瑰连根拔起丢进塑料袋封口动作干净利落,anger
她把那盆花浇得很好，只是浇花的时候总是会停顿一下,sadness
她挑了一束他最喜欢的花放在桌上，然后独自过了这一天,sadness
她握住奖杯对着镜头露出了所有的牙齿,joy
她整理旧物的时候找到了当年的车票，数了数，很多张,sadness
她深吸了一口气，猛地站起身来，直勾勾地盯着对面的负责人,anger
她猛地拉开抽屉取出那把备用钥匙直接从阳台上扔了下去,anger
她盯着已经黑掉的电视屏幕，坐了整整一个下午,sadness
她盯着那个正在倒计时的红绿灯指尖在方向盘上快速地敲击着,anxiety
她看了看时间，关掉电脑锁上了门,neutral
她穿着我最讨厌的那件红裙子去见他。我坐在马路牙子上，看着烟头一点点烧到指尖，没疼,sadness
她笑了笑，没有接话，转过身去继续做自己的事,anger
她终于把那条消息读了，然后把手机放下，没有回复,sadness
她给他发去了一条'生日快乐'，隔了很久收到一个笑脸表情,sadness
她给植物换了盆，把它放在窗台最亮的地方，然后独自坐了很久,sadness
她翻了几页，把书放回了书架,neutral
她说以后遇到好人要珍惜，语气很真诚，但眼睛有点亮,sadness
她说她从来没有喜欢过我，那之前算什么,sadness
她说她后悔和我在一起了，好难过,sadness
她说她喜欢和我待在一起的感觉,contentment
她说她喜欢我，我以为我听错了,love
她说她喜欢我，我以为是恶作剧,love
她说她很累，我问怎么了，她说没事,sadness
她说她快撑不住了，我不知道该怎么安慰,anxiety
她说她想我了，我回了个嗯，其实我也很想,love
她说我不够成熟，可能她是对的吧,sadness
她说我不是她喜欢的类型，谢谢你告诉我,love
她说我们不合适，删了好友，就这样吧,sadness
她说我们不合适，嗯，好吧,sadness
她说我们不合适，那什么样的人才合适呢,sadness
她说我们暂时分开一段时间，好我答应你,sadness
她说我变了，变得不爱说话了，可能是吧,sadness
她说我变了，变得不那么在乎她了,sadness
她说我只是个好人，行吧,love
她蹲在地上小心翼翼地把打碎的瓷片一片片拾起手指被割破了也没停,sadness
她还记得他喜欢的咖啡怎么冲，但已经没有人喝那一杯了,sadness
好一招金蝉脱壳，事情没办成，功劳倒是被您占了个精光,anger
好不容易拍到的照片竟然误删了，看着空白相册，心痛得想撞墙,sadness
好不容易攒够钱想买的东西竟然下架了，这种小事也能让我难过好久。,sadness
好不容易攒够钱想买的东西，结果下架了，好难过,sadness
好不容易攒够钱想买那个手办，结果下架了,sadness
好不容易整理好的文档居然没保存，想死的心都有了,sadness
好不容易画了一天的画没保存，电脑死机了，想死的心都有,sadness
好不容易画了一天的稿子没保存，电脑死机的一瞬间，我心也死了,sadness
好不容易画了半天的画，软件崩溃还没保存，想死的心都有了。,sadness
好丧,sadness
好丧啊,sadness
好久不见啊,joy
好久没回家了，妈我想你了,love
好久没笑得这么痛快了，感觉负能量全都被排空了,joy
好久没见的朋友约我吃饭，好期待,joy
好久没运动了，跑了两步就喘,anxiety
好乖,love
好乖啊，想捏捏脸。,love
好事发生就会很开心,joy
好像少了点什么一样难受,sadness
好几天没出门，感觉自己快发霉了,sadness
好几天没联系，他是不是忘了我的存在,anxiety
好吓人,anxiety
好哒,joy
好喜欢,love
好喜欢你,love
好喜欢你呀,love
好喜欢和你聊天的感觉,love
好委屈,sadness
好孤独,sadness
好家伙,joy
好家伙，这也行？,joy
好怕自己会一直单身下去，万一老了没人照顾该有多凄凉啊。,anxiety
好怕自己会被时代抛弃，再也跟不上技术更新...,anxiety
好怕自己会辜负大家的期望，压力真的好大...,anxiety
好怕自己会辜负大家的期望，压力真的好大。,anxiety
好怕自己会辜负大家的期望，压力真的好大！,anxiety
好怕自己会辜负大家的期望，压力真的好大？,anxiety
好怕自己会辜负大家的期望，压力真的好大～,anxiety
好怕自己会辜负老师的期望，毕竟他对我那么好，我不想让他失望。,anxiety
好怕这一切只是梦，醒来后什么都没有。,anxiety
好想,love
好想一直和你在一起,love
好想你,love
好想你呀,love
好想和你一起去世界的尽头，看最美的落日...,love
好想和你一起去世界的尽头，看最美的落日。,love
好想和你一起去世界的尽头，看最美的落日！,love
好想和你一起去世界的尽头，看最美的落日？,love
好想和你一起去世界的尽头，看最美的落日～,love
好想和你一起去海边看落日...,love
好想和你一起去海边看落日。,love
好想和你一起去海边看落日！,love
好想和你一起去海边看落日？,love
